station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
06C,2021-04-19 03:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 190835Z AUTO RMK AO2 PNO
06C,2021-04-19 03:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 190855Z AUTO RMK AO2 6//// PNO
06C,2021-04-19 04:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 190915Z AUTO RMK AO2 PNO
06C,2021-04-19 04:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 190935Z AUTO RMK AO2 PNO
06C,2021-04-19 04:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 190955Z AUTO RMK AO2 PNO
06C,2021-04-19 05:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 191015Z AUTO RMK AO2 PNO
06C,2021-04-19 05:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 191035Z AUTO RMK AO2 PNO
06C,2021-04-19 05:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 191055Z AUTO RMK AO2 PNO
06C,2021-04-19 06:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 191115Z AUTO RMK AO2 PNO
06C,2021-04-19 06:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 191135Z AUTO RMK AO2 PNO
06C,2021-04-19 06:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 191155Z AUTO RMK AO2 6//// 7//// PNO
06C,2021-04-19 07:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 191215Z AUTO RMK AO2 PNO
06C,2021-04-19 07:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 191235Z AUTO RMK AO2 PNO
06C,2021-04-19 07:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 191255Z AUTO RMK AO2 PNO
06C,2021-04-19 08:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 191315Z AUTO RMK AO2 PNO
06C,2021-04-19 08:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 191335Z AUTO RMK AO2 PNO
06C,2021-04-19 08:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 191355Z AUTO RMK AO2 PNO
06C,2021-04-19 09:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 191415Z AUTO RMK AO2 PNO
06C,2021-04-19 09:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 191435Z AUTO RMK AO2 PNO
06C,2021-04-19 09:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 191455Z AUTO RMK AO2 6//// PNO
06C,2021-04-19 10:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 191515Z AUTO RMK AO2 PNO
06C,2021-04-19 10:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 191535Z AUTO RMK AO2 PNO
06C,2021-04-19 10:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 191555Z AUTO RMK AO2 PNO
06C,2021-04-19 11:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 191615Z AUTO RMK AO2 PNO
06C,2021-04-19 11:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 191635Z AUTO RMK AO2 PNO
06C,2021-04-19 11:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 191655Z AUTO RMK AO2 PNO
06C,2021-04-19 12:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 191715Z AUTO RMK AO2 PNO
06C,2021-04-19 12:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 191735Z AUTO RMK AO2 PNO
06C,2021-04-19 12:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 191755Z AUTO RMK AO2 6//// PNO
06C,2021-04-19 13:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 191815Z AUTO RMK AO2 PNO
06C,2021-04-19 13:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 191835Z AUTO RMK AO2 PNO
06C,2021-04-19 13:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 191855Z AUTO RMK AO2 PNO
06C,2021-04-19 14:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 191915Z AUTO RMK AO2 PNO
06C,2021-04-19 14:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 191935Z AUTO RMK AO2 PNO
06C,2021-04-19 14:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 191955Z AUTO RMK AO2 PNO
06C,2021-04-19 15:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 192015Z AUTO RMK AO2 PNO
06C,2021-04-19 15:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 192035Z AUTO RMK AO2 PNO
06C,2021-04-19 15:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 192055Z AUTO RMK AO2 6//// PNO
06C,2021-04-19 16:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 192115Z AUTO RMK AO2 PNO
06C,2021-04-19 16:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 192135Z AUTO RMK AO2 PNO
06C,2021-04-19 16:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 192155Z AUTO RMK AO2 PNO
06C,2021-04-19 17:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 192215Z AUTO RMK AO2 PNO
06C,2021-04-19 17:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 192235Z AUTO RMK AO2 PNO
06C,2021-04-19 17:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 192255Z AUTO RMK AO2 PNO
06C,2021-04-19 18:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 192315Z AUTO RMK AO2 PNO
06C,2021-04-19 18:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 192335Z AUTO RMK AO2 PNO
06C,2021-04-19 18:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 192355Z AUTO RMK AO2 6//// PNO
06C,2021-04-19 19:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 200015Z AUTO RMK AO2 PNO
06C,2021-04-19 19:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 200035Z AUTO RMK AO2 PNO
06C,2021-04-19 19:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 200055Z AUTO RMK AO2 PNO
06C,2021-04-19 20:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 200115Z AUTO RMK AO2 PNO
06C,2021-04-19 20:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 200135Z AUTO RMK AO2 PNO
06C,2021-04-19 20:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 200155Z AUTO RMK AO2 PNO
06C,2021-04-19 21:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 200215Z AUTO RMK AO2 PNO
06C,2021-04-19 21:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 200235Z AUTO RMK AO2 PNO
06C,2021-04-19 21:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 200255Z AUTO RMK AO2 6//// PNO
06C,2021-04-19 22:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 200315Z AUTO RMK AO2 PNO
06C,2021-04-19 22:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 200335Z AUTO RMK AO2 PNO
06C,2021-04-19 22:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 200355Z AUTO RMK AO2 PNO
06C,2021-04-19 23:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 200415Z AUTO RMK AO2 PNO
06C,2021-04-19 23:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 200435Z AUTO RMK AO2 PNO
06C,2021-04-19 23:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 200455Z AUTO RMK AO2 PNO
06C,2021-04-20 00:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 200515Z AUTO RMK AO2 PNO
06C,2021-04-20 00:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 200535Z AUTO RMK AO2 PNO
06C,2021-04-20 00:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 200555Z AUTO RMK AO2 6//// PNO
06C,2021-04-20 01:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 200615Z AUTO RMK AO2 PNO
06C,2021-04-20 01:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 200635Z AUTO RMK AO2 PNO
06C,2021-04-20 01:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 200655Z AUTO RMK AO2 PNO
06C,2021-04-20 02:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 200715Z AUTO RMK AO2 PNO
06C,2021-04-20 02:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 200735Z AUTO RMK AO2 PNO
06C,2021-04-20 02:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 200755Z AUTO RMK AO2 PNO
06C,2021-04-20 03:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 200815Z AUTO RMK AO2 PNO
06C,2021-04-20 03:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 200835Z AUTO RMK AO2 PNO
06C,2021-04-20 03:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 200855Z AUTO RMK AO2 6//// PNO
06C,2021-04-20 04:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 200915Z AUTO RMK AO2 PNO
06C,2021-04-20 04:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 200935Z AUTO RMK AO2 PNO
06C,2021-04-20 04:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 200955Z AUTO RMK AO2 PNO
06C,2021-04-20 05:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 201015Z AUTO RMK AO2 PNO
06C,2021-04-20 05:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 201035Z AUTO RMK AO2 PNO
06C,2021-04-20 05:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 201055Z AUTO RMK AO2 PNO
06C,2021-04-20 06:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 201115Z AUTO RMK AO2 PNO
06C,2021-04-20 06:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 201135Z AUTO RMK AO2 PNO
06C,2021-04-20 06:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 201155Z AUTO RMK AO2 6//// 7//// PNO
06C,2021-04-20 07:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 201215Z AUTO RMK AO2 PNO
06C,2021-04-20 07:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 201235Z AUTO RMK AO2 PNO
06C,2021-04-20 07:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 201255Z AUTO RMK AO2 PNO
06C,2021-04-20 08:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 201315Z AUTO RMK AO2 PNO
06C,2021-04-20 08:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 201335Z AUTO RMK AO2 PNO
06C,2021-04-20 08:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 201355Z AUTO RMK AO2 PNO
06C,2021-04-20 09:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 201415Z AUTO RMK AO2 PNO
06C,2021-04-20 09:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 201435Z AUTO RMK AO2 PNO
06C,2021-04-20 09:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 201455Z AUTO RMK AO2 6//// PNO
06C,2021-04-20 10:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 201515Z AUTO RMK AO2 PNO
06C,2021-04-20 10:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 201535Z AUTO RMK AO2 PNO
06C,2021-04-20 10:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 201555Z AUTO RMK AO2 PNO
06C,2021-04-20 11:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 201615Z AUTO RMK AO2 PNO
06C,2021-04-20 11:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 201635Z AUTO RMK AO2 PNO
06C,2021-04-20 11:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 201655Z AUTO RMK AO2 PNO
06C,2021-04-20 12:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 201715Z AUTO RMK AO2 PNO
06C,2021-04-20 12:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 201735Z AUTO RMK AO2 PNO
06C,2021-04-20 12:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 201755Z AUTO RMK AO2 6//// PNO
06C,2021-04-20 13:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 201815Z AUTO RMK AO2 PNO
06C,2021-04-20 13:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 201835Z AUTO RMK AO2 PNO
06C,2021-04-20 13:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 201855Z AUTO RMK AO2 PNO
06C,2021-04-20 14:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 201915Z AUTO RMK AO2 PNO
06C,2021-04-20 14:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 201935Z AUTO RMK AO2 PNO
06C,2021-04-20 14:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 201955Z AUTO RMK AO2 PNO
06C,2021-04-20 15:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 202015Z AUTO RMK AO2 PNO
06C,2021-04-20 15:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 202035Z AUTO RMK AO2 PNO
06C,2021-04-20 15:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 202055Z AUTO RMK AO2 6//// PNO
06C,2021-04-20 16:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 202115Z AUTO RMK AO2 PNO
06C,2021-04-20 16:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 202135Z AUTO RMK AO2 PNO
06C,2021-04-20 16:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 202155Z AUTO RMK AO2 PNO
06C,2021-04-20 17:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 202215Z AUTO RMK AO2 PNO
06C,2021-04-20 17:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 202235Z AUTO RMK AO2 PNO
06C,2021-04-20 17:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 202255Z AUTO RMK AO2 PNO
06C,2021-04-20 18:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 202315Z AUTO RMK AO2 PNO
06C,2021-04-20 18:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 202335Z AUTO RMK AO2 PNO
06C,2021-04-20 18:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 202355Z AUTO RMK AO2 6//// PNO
06C,2021-04-20 19:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 210015Z AUTO RMK AO2 PNO
06C,2021-04-20 19:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 210035Z AUTO RMK AO2 PNO
06C,2021-04-20 19:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 210055Z AUTO RMK AO2 PNO
06C,2021-04-20 20:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 210115Z AUTO RMK AO2 PNO
06C,2021-04-20 20:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 210135Z AUTO RMK AO2 PNO
06C,2021-04-20 20:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 210155Z AUTO RMK AO2 PNO
06C,2021-04-20 21:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 210215Z AUTO RMK AO2 PNO
06C,2021-04-20 21:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 210235Z AUTO RMK AO2 PNO
06C,2021-04-20 21:55,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 210255Z AUTO RMK AO2 6//// PNO
06C,2021-04-20 22:15,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 210315Z AUTO RMK AO2 PNO
06C,2021-04-20 22:35,-88.1012,41.9893,243.48,null,null,null,null,null,0.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 210335Z AUTO RMK AO2 PNO
